Resource,type,name,base_name,extension,size,date,sha1,md5,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,is_legal,is_manifest,is_readme,is_top_level,files_count,dirs_count,size_count,scan_errors,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance,author,start_line,end_line,copyright,copyright_holder
/fs-extra-7.0.0.tgz-extract/package/lib/fs/,directory,fs,fs,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/fs/index.js,file,index.js,index,.js,2647,2018-07-17,0ea8ed455464384995cdef9c33c2129621bb399f,8865a40ba442df76eab55b7c62a0908c,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/fs/index.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,Copyright (c) 2014-2016 Jonathan Ong me@jongleberry.com and Contributors,
/fs-extra-7.0.0.tgz-extract/package/lib/fs/index.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,Jonathan Ong and Contributors
/fs-extra-7.0.0.tgz-extract/package/lib/json/,directory,json,json,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,4,0,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/json/index.js,file,index.js,index,.js,509,2018-01-10,f538a10df9409e9d86f7425494c71a447b5eb03a,65c99247836f90e407100d7e5a5678f1,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/json/jsonfile.js,file,jsonfile.js,jsonfile,.js,291,2018-01-10,1297c067a16ad6bd438f7c6ab0a5da1a35036472,7d102112627165675ef82fa088f74a79,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/json/output-json-sync.js,file,output-json-sync.js,output-json-sync,.js,375,2018-01-10,f7493b6a58851fb7581145f9e552a3fdb9c58a3e,fb4f4c64e393e7c204005a5e584f4c0a,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/json/output-json.js,file,output-json.js,output-json,.js,657,2018-01-10,f5c69a2e7862acbfd3fcc3046df6cbc9b7228299,50bdcdd65fe055450aa2f6cc19b7091a,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/mkdirs/,directory,mkdirs,mkdirs,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,4,0,3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/mkdirs/index.js,file,index.js,index,.js,292,2018-05-01,75beff177d9331bfd48cd6a5f769bfd556f396a9,b21c30c24ba4c808b935714e3c56e5c6,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/mkdirs/mkdirs-sync.js,file,mkdirs-sync.js,mkdirs-sync,.js,1251,2018-05-01,e7fa2b447ce94afbabff8325bd297fce2cc3c790,33263b814c4860c2afa53fa62a6abd38,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/mkdirs/mkdirs.js,file,mkdirs.js,mkdirs,.js,1636,2018-04-09,6d9d5a662a7d1defd64be18ec7b21cc201b8b7bc,22bc944ac5bfd0fd7698a2138494e2d5,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/mkdirs/win32.js,file,win32.js,win32,.js,517,2018-01-10,58e782f3ffc3b048fc780ad54670e6e5d25abc5b,e448738ca3b525573489825507eb9417,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/move/,directory,move,move,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/move/index.js,file,index.js,index,.js,1969,2018-05-01,03900fe6779b59cf0b223b2fb282ad3ad807b46d,68612de2d2d7565b6127c132648fa60a,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/move-sync/,directory,move-sync,move-sync,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/move-sync/index.js,file,index.js,index,.js,3002,2018-04-06,d05d55c5ebed8bd275a4b43bf00a95fd40333601,7956385711df0bcf8c988bc164184eb3,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/output/,directory,output,output,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/output/index.js,file,index.js,index,.js,947,2018-05-01,1b0879db53a00bbfeddcfdc0c190901387bab7bd,b0adfc74c8e51ce2ab659bfc13752ed3,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/path-exists/,directory,path-exists,path-exists,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/path-exists/index.js,file,index.js,index,.js,263,2018-01-10,6e6491c1ab3389433d1b39a33b3ac8760649a2c8,dfb2813673ea5279a9aa7305e5fe33f3,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/remove/,directory,remove,remove,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,2,0,7797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/remove/index.js,file,index.js,index,.js,165,2018-01-10,43a7630664db987ce37fc634b7474b6b9428ab4e,e8c6a5092ac319dec6888ff3686e1dd5,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/remove/rimraf.js,file,rimraf.js,rimraf,.js,7632,2018-05-01,e703847afa7506c726b8792fa5ecb6202d7572bb,473f180c2659df7ab4c587de0bf83c10,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/util/,directory,util,util,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,2,0,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/util/buffer.js,file,buffer.js,buffer,.js,276,2018-05-01,d2bb78e5446d1606616eaac2c093270f127f5821,24d37a228c9e25a2b31f1e5d1c4395b2,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/lib/util/utimes.js,file,utimes.js,utimes,.js,2370,2018-04-09,519c3dcfbd5d695328b4b0cf039dec4ccc820994,551e957f5fff4c9b64be6358b5292db7,text/plain,ASCII text,JavaScript,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
